symbol,factor,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
META,slow_k,10,60,0.001,0.031400000000000004,0.16510000000000002,0.0139,2.1992,14.0,11.0,0.7857,4.9,0.04,-0.4067,-0.7674
META,slow_k,10,61,0.001,0.0113,0.057300000000000004,0.006999999999999999,2.1992,14.0,10.0,0.7143,4.9,-0.03,-0.4067,-0.7674
META,slow_k,10,62,0.001,0.0113,0.057300000000000004,0.006999999999999999,2.1992,14.0,10.0,0.7143,4.9,-0.03,-0.4067,-0.7674
META,slow_k,10,63,0.001,-0.0599,-0.263,-0.0154,2.1992,13.0,9.0,0.6923,4.9,-0.24,-0.5722,-0.7674
META,slow_k,10,64,0.001,-0.0596,-0.2618,-0.0152,2.1992,13.0,9.0,0.6923,4.9,-0.24,-0.5722,-0.7674
META,slow_k,10,65,0.001,-0.057699999999999994,-0.25420000000000004,-0.0144,2.1992,13.0,9.0,0.6923,4.9,-0.23,-0.5722,-0.7674
META,slow_k,10,66,0.001,-0.054400000000000004,-0.2415,-0.0129,2.1992,13.0,9.0,0.6923,4.9,-0.22,-0.5661,-0.7674
META,slow_k,10,67,0.001,-0.0603,-0.2645,-0.0147,2.1992,13.0,9.0,0.6923,4.9,-0.24,-0.5661,-0.7674
META,slow_k,10,68,0.001,-0.0513,-0.2288,-0.011200000000000002,2.1992,13.0,9.0,0.6923,4.9,-0.21,-0.5661,-0.7674
META,slow_k,10,69,0.001,-0.050499999999999996,-0.2256,-0.0109,2.1992,13.0,9.0,0.6923,4.9,-0.21,-0.5642,-0.7674
META,slow_k,10,70,0.001,-0.07339999999999999,-0.31379999999999997,-0.0199,2.1992,12.0,8.0,0.6667000000000001,4.9,-0.27,-0.6139,-0.7674
META,slow_k,10,71,0.001,-0.07339999999999999,-0.31379999999999997,-0.0199,2.1992,12.0,8.0,0.6667000000000001,4.9,-0.27,-0.6139,-0.7674
META,slow_k,10,72,0.001,-0.07339999999999999,-0.31379999999999997,-0.0199,2.1992,12.0,8.0,0.6667000000000001,4.9,-0.27,-0.6139,-0.7674
META,slow_k,10,73,0.001,-0.0655,-0.2841,-0.016399999999999998,2.1992,12.0,9.0,0.75,4.9,-0.25,-0.6139,-0.7674
META,slow_k,10,74,0.001,-0.053399999999999996,-0.23739999999999997,-0.0109,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.21,-0.6139,-0.7674
META,slow_k,10,75,0.001,-0.0541,-0.2401,-0.011200000000000002,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.22,-0.6139,-0.7674
META,slow_k,10,76,0.001,-0.0447,-0.20190000000000002,-0.006999999999999999,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.19,-0.5932,-0.7674
META,slow_k,10,77,0.001,-0.044000000000000004,-0.1993,-0.0067,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.19,-0.5932,-0.7674
META,slow_k,10,78,0.001,-0.0471,-0.2119,-0.0076,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.2,-0.5932,-0.7674
META,slow_k,10,79,0.001,-0.0471,-0.2119,-0.0076,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.2,-0.5932,-0.7674
META,slow_k,10,80,0.001,-0.0471,-0.2119,-0.0076,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.2,-0.5932,-0.7674
META,slow_k,10,81,0.001,-0.0471,-0.2119,-0.0076,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.2,-0.5932,-0.7674
META,slow_k,10,82,0.001,-0.035,-0.1612,-0.001,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.16,-0.6026,-0.7674
META,slow_k,10,83,0.001,-0.0353,-0.16260000000000002,-0.0011,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.16,-0.6026,-0.7674
META,slow_k,10,84,0.001,-0.035,-0.16140000000000002,-0.001,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.16,-0.6026,-0.7674
META,slow_k,10,85,0.001,-0.005699999999999999,-0.0278,0.0091,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.07,-0.6026,-0.7674
META,slow_k,10,86,0.001,0.0015,0.0075,0.0127,2.1992,12.0,10.0,0.8332999999999999,4.9,-0.05,-0.6026,-0.7674
META,slow_k,10,87,0.001,-0.0115,-0.0557,0.0076,2.1992,11.0,9.0,0.8181999999999999,4.9,-0.09,-0.6026,-0.7674
META,slow_k,10,88,0.001,-0.0148,-0.0708,0.0087,2.1992,10.0,8.0,0.8,4.9,-0.1,-0.6245,-0.7674
META,slow_k,10,89,0.001,-0.067,-0.29,-0.0178,2.1992,9.0,6.0,0.6667000000000001,4.9,-0.22,-0.7245999999999999,-0.7674
META,slow_k,10,90,0.001,-0.0643,-0.2797,-0.016,2.1992,9.0,6.0,0.6667000000000001,4.9,-0.22,-0.7245999999999999,-0.7674
META,slow_k,11,60,0.001,0.0499,0.2718,0.0178,2.1992,16.0,13.0,0.8125,4.9,0.1,-0.4067,-0.7674
META,slow_k,11,61,0.001,0.0149,0.0757,0.0078000000000000005,2.1992,15.0,11.0,0.7333,4.9,-0.02,-0.4067,-0.7674
META,slow_k,11,62,0.001,0.0149,0.0757,0.0078000000000000005,2.1992,15.0,11.0,0.7333,4.9,-0.02,-0.4067,-0.7674
META,slow_k,11,63,0.001,-0.0567,-0.2502,-0.0129,2.1992,14.0,10.0,0.7143,4.9,-0.23,-0.5722,-0.7674
META,slow_k,11,64,0.001,-0.053200000000000004,-0.2366,-0.0115,2.1992,14.0,10.0,0.7143,4.9,-0.22,-0.5722,-0.7674
META,slow_k,11,65,0.001,-0.0512,-0.22870000000000001,-0.0108,2.1992,14.0,10.0,0.7143,4.9,-0.21,-0.5722,-0.7674
META,slow_k,11,66,0.001,-0.048,-0.2155,-0.009399999999999999,2.1992,14.0,10.0,0.7143,4.9,-0.2,-0.5661,-0.7674
META,slow_k,11,67,0.001,-0.053899999999999997,-0.2394,-0.0111,2.1992,14.0,10.0,0.7143,4.9,-0.22,-0.5661,-0.7674
META,slow_k,11,68,0.001,-0.044800000000000006,-0.2025,-0.0078000000000000005,2.1992,14.0,10.0,0.7143,4.9,-0.19,-0.5661,-0.7674
