symbol,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^GSPC,-9,4,0.001,0.0487,0.2685,0.0179,1.0014,14.0,10.0,0.7143,5.0,0.19,-0.18960000000000002,-0.25429999999999997
^GSPC,-9,5,0.001,0.048600000000000004,0.2682,0.0179,1.0014,14.0,10.0,0.7143,5.0,0.19,-0.18960000000000002,-0.25429999999999997
^GSPC,-9,6,0.001,0.048600000000000004,0.2682,0.0179,1.0014,14.0,10.0,0.7143,5.0,0.19,-0.18960000000000002,-0.25429999999999997
^GSPC,-9,7,0.001,0.040999999999999995,0.2224,0.016399999999999998,1.0014,13.0,8.0,0.6154,5.0,0.14,-0.18960000000000002,-0.25429999999999997
^GSPC,-9,8,0.001,0.0455,0.2494,0.0181,1.0014,13.0,9.0,0.6923,5.0,0.16,-0.1886,-0.25429999999999997
^GSPC,-9,9,0.001,0.0512,0.2838,0.0203,1.0014,13.0,9.0,0.6923,5.0,0.2,-0.1769,-0.25429999999999997
^GSPC,-9,10,0.001,0.053099999999999994,0.2953,0.021,1.0014,13.0,9.0,0.6923,5.0,0.21,-0.1769,-0.25429999999999997
^GSPC,-8,-10,0.001,0.1008,0.6169,0.026600000000000002,1.0014,15.0,7.0,0.4667,5.0,0.56,-0.1354,-0.25429999999999997
^GSPC,-8,-9,0.001,0.1005,0.6146,0.0265,1.0014,15.0,7.0,0.4667,5.0,0.55,-0.1354,-0.25429999999999997
^GSPC,-8,-8,0.001,0.1032,0.6344,0.0273,1.0014,15.0,7.0,0.4667,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-8,-7,0.001,0.0321,0.171,0.012,1.0014,14.0,10.0,0.7143,5.0,0.08,-0.1718,-0.25429999999999997
^GSPC,-8,-6,0.001,0.0321,0.171,0.012,1.0014,14.0,10.0,0.7143,5.0,0.08,-0.1718,-0.25429999999999997
^GSPC,-8,-5,0.001,0.03,0.1593,0.011200000000000002,1.0014,14.0,10.0,0.7143,5.0,0.07,-0.1718,-0.25429999999999997
^GSPC,-8,-4,0.001,0.0366,0.19690000000000002,0.013500000000000002,1.0014,14.0,10.0,0.7143,5.0,0.11,-0.1718,-0.25429999999999997
^GSPC,-8,-3,0.001,0.0446,0.2438,0.0163,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1718,-0.25429999999999997
^GSPC,-8,-2,0.001,0.0458,0.2514,0.0167,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-8,-1,0.001,0.0458,0.2514,0.0167,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-8,0,0.001,0.0462,0.25329999999999997,0.0168,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-8,1,0.001,0.04769999999999999,0.2625,0.0174,1.0014,14.0,10.0,0.7143,5.0,0.18,-0.1718,-0.25429999999999997
^GSPC,-8,2,0.001,0.0504,0.27899999999999997,0.0184,1.0014,14.0,10.0,0.7143,5.0,0.2,-0.1796,-0.25429999999999997
^GSPC,-8,3,0.001,0.0478,0.2633,0.0175,1.0014,14.0,10.0,0.7143,5.0,0.18,-0.18960000000000002,-0.25429999999999997
^GSPC,-8,4,0.001,0.0461,0.2531,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-8,5,0.001,0.0461,0.2528,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-8,6,0.001,0.0461,0.2528,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-8,7,0.001,0.0384,0.2075,0.0154,1.0014,13.0,8.0,0.6154,5.0,0.12,-0.18960000000000002,-0.25429999999999997
^GSPC,-8,8,0.001,0.043,0.2343,0.0171,1.0014,13.0,9.0,0.6923,5.0,0.15,-0.1886,-0.25429999999999997
^GSPC,-8,9,0.001,0.048600000000000004,0.2682,0.0192,1.0014,13.0,9.0,0.6923,5.0,0.18,-0.1769,-0.25429999999999997
^GSPC,-8,10,0.001,0.050499999999999996,0.2796,0.02,1.0014,13.0,9.0,0.6923,5.0,0.2,-0.1769,-0.25429999999999997
^GSPC,-7,-10,0.001,0.10310000000000001,0.6335999999999999,0.0294,1.0014,14.0,7.0,0.5,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-7,-9,0.001,0.10310000000000001,0.6335999999999999,0.0294,1.0014,14.0,7.0,0.5,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-7,-8,0.001,0.1058,0.6537000000000001,0.030299999999999997,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-7,-7,0.001,0.1058,0.6537000000000001,0.030299999999999997,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-7,-6,0.001,0.0321,0.171,0.012,1.0014,14.0,10.0,0.7143,5.0,0.08,-0.1718,-0.25429999999999997
^GSPC,-7,-5,0.001,0.03,0.1593,0.011200000000000002,1.0014,14.0,10.0,0.7143,5.0,0.07,-0.1718,-0.25429999999999997
^GSPC,-7,-4,0.001,0.0366,0.19690000000000002,0.013500000000000002,1.0014,14.0,10.0,0.7143,5.0,0.11,-0.1718,-0.25429999999999997
^GSPC,-7,-3,0.001,0.0446,0.2438,0.0163,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1718,-0.25429999999999997
^GSPC,-7,-2,0.001,0.0458,0.2514,0.0167,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-7,-1,0.001,0.0458,0.2514,0.0167,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-7,0,0.001,0.0462,0.25329999999999997,0.0168,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-7,1,0.001,0.04769999999999999,0.2625,0.0174,1.0014,14.0,10.0,0.7143,5.0,0.18,-0.1718,-0.25429999999999997
^GSPC,-7,2,0.001,0.0504,0.27899999999999997,0.0184,1.0014,14.0,10.0,0.7143,5.0,0.2,-0.1796,-0.25429999999999997
^GSPC,-7,3,0.001,0.0478,0.2633,0.0175,1.0014,14.0,10.0,0.7143,5.0,0.18,-0.18960000000000002,-0.25429999999999997
^GSPC,-7,4,0.001,0.0461,0.2531,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-7,5,0.001,0.0461,0.2528,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-7,6,0.001,0.0461,0.2528,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-7,7,0.001,0.0384,0.2075,0.0154,1.0014,13.0,8.0,0.6154,5.0,0.12,-0.18960000000000002,-0.25429999999999997
^GSPC,-7,8,0.001,0.043,0.2343,0.0171,1.0014,13.0,9.0,0.6923,5.0,0.15,-0.1886,-0.25429999999999997
^GSPC,-7,9,0.001,0.048600000000000004,0.2682,0.0192,1.0014,13.0,9.0,0.6923,5.0,0.18,-0.1769,-0.25429999999999997
^GSPC,-7,10,0.001,0.050499999999999996,0.2796,0.02,1.0014,13.0,9.0,0.6923,5.0,0.2,-0.1769,-0.25429999999999997
^GSPC,-6,-10,0.001,0.10310000000000001,0.6335999999999999,0.0294,1.0014,14.0,7.0,0.5,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-6,-9,0.001,0.10310000000000001,0.6335999999999999,0.0294,1.0014,14.0,7.0,0.5,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-6,-8,0.001,0.1058,0.6537000000000001,0.030299999999999997,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-6,-7,0.001,0.1058,0.6537000000000001,0.030299999999999997,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-6,-6,0.001,0.1073,0.6652,0.0308,1.0014,14.0,7.0,0.5,5.0,0.6,-0.1354,-0.25429999999999997
^GSPC,-6,-5,0.001,0.0286,0.15130000000000002,0.010700000000000001,1.0014,14.0,10.0,0.7143,5.0,0.06,-0.1718,-0.25429999999999997
^GSPC,-6,-4,0.001,0.0351,0.1886,0.013000000000000001,1.0014,14.0,10.0,0.7143,5.0,0.1,-0.1718,-0.25429999999999997
^GSPC,-6,-3,0.001,0.0431,0.2351,0.015700000000000002,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.1718,-0.25429999999999997
^GSPC,-6,-2,0.001,0.0444,0.2427,0.016200000000000003,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1718,-0.25429999999999997
^GSPC,-6,-1,0.001,0.0444,0.2427,0.016200000000000003,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1718,-0.25429999999999997
^GSPC,-6,0,0.001,0.0447,0.2446,0.0163,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1718,-0.25429999999999997
^GSPC,-6,1,0.001,0.0462,0.25379999999999997,0.0169,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.1718,-0.25429999999999997
^GSPC,-6,2,0.001,0.049,0.2701,0.0179,1.0014,14.0,10.0,0.7143,5.0,0.19,-0.1796,-0.25429999999999997
^GSPC,-6,3,0.001,0.0464,0.2545,0.017,1.0014,14.0,10.0,0.7143,5.0,0.17,-0.18960000000000002,-0.25429999999999997
^GSPC,-6,4,0.001,0.0447,0.2444,0.016399999999999998,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.18960000000000002,-0.25429999999999997
^GSPC,-6,5,0.001,0.0446,0.2441,0.016399999999999998,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.18960000000000002,-0.25429999999999997
^GSPC,-6,6,0.001,0.0446,0.2441,0.016399999999999998,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.18960000000000002,-0.25429999999999997
^GSPC,-6,7,0.001,0.037000000000000005,0.19920000000000002,0.0148,1.0014,13.0,8.0,0.6154,5.0,0.11,-0.18960000000000002,-0.25429999999999997
^GSPC,-6,8,0.001,0.0415,0.2257,0.0165,1.0014,13.0,9.0,0.6923,5.0,0.14,-0.1886,-0.25429999999999997
^GSPC,-6,9,0.001,0.0472,0.2594,0.0187,1.0014,13.0,9.0,0.6923,5.0,0.17,-0.1769,-0.25429999999999997
^GSPC,-6,10,0.001,0.049100000000000005,0.2707,0.0194,1.0014,13.0,9.0,0.6923,5.0,0.19,-0.1769,-0.25429999999999997
^GSPC,-5,-10,0.001,0.10529999999999999,0.65,0.0301,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-5,-9,0.001,0.10529999999999999,0.65,0.0301,1.0014,14.0,7.0,0.5,5.0,0.59,-0.1354,-0.25429999999999997
^GSPC,-5,-8,0.001,0.10800000000000001,0.6703,0.031,1.0014,14.0,7.0,0.5,5.0,0.61,-0.1354,-0.25429999999999997
^GSPC,-5,-7,0.001,0.10800000000000001,0.6703,0.031,1.0014,14.0,7.0,0.5,5.0,0.61,-0.1354,-0.25429999999999997
^GSPC,-5,-6,0.001,0.10949999999999999,0.6819,0.0315,1.0014,14.0,7.0,0.5,5.0,0.62,-0.1354,-0.25429999999999997
^GSPC,-5,-5,0.001,0.111,0.6933,0.0321,1.0014,14.0,7.0,0.5,5.0,0.63,-0.1295,-0.25429999999999997
^GSPC,-5,-4,0.001,0.0337,0.18059999999999998,0.0125,1.0014,14.0,10.0,0.7143,5.0,0.09,-0.1693,-0.25429999999999997
^GSPC,-5,-3,0.001,0.0417,0.2268,0.015300000000000001,1.0014,14.0,10.0,0.7143,5.0,0.14,-0.1693,-0.25429999999999997
^GSPC,-5,-2,0.001,0.043,0.23440000000000003,0.015700000000000002,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.1693,-0.25429999999999997
^GSPC,-5,-1,0.001,0.043,0.23440000000000003,0.015700000000000002,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.1693,-0.25429999999999997
^GSPC,-5,0,0.001,0.0433,0.23620000000000002,0.0158,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.1693,-0.25429999999999997
^GSPC,-5,1,0.001,0.044800000000000006,0.24539999999999998,0.016399999999999998,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.1693,-0.25429999999999997
^GSPC,-5,2,0.001,0.0475,0.2616,0.0174,1.0014,14.0,10.0,0.7143,5.0,0.18,-0.1771,-0.25429999999999997
^GSPC,-5,3,0.001,0.045,0.24609999999999999,0.0165,1.0014,14.0,10.0,0.7143,5.0,0.16,-0.18719999999999998,-0.25429999999999997
^GSPC,-5,4,0.001,0.0433,0.23600000000000002,0.016,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.18719999999999998,-0.25429999999999997
^GSPC,-5,5,0.001,0.0432,0.2357,0.0159,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.18719999999999998,-0.25429999999999997
^GSPC,-5,6,0.001,0.0432,0.2357,0.0159,1.0014,14.0,10.0,0.7143,5.0,0.15,-0.18719999999999998,-0.25429999999999997
^GSPC,-5,7,0.001,0.0356,0.1911,0.0143,1.0014,13.0,8.0,0.6154,5.0,0.1,-0.18719999999999998,-0.25429999999999997
^GSPC,-5,8,0.001,0.0401,0.21739999999999998,0.016,1.0014,13.0,9.0,0.6923,5.0,0.13,-0.1861,-0.25429999999999997
^GSPC,-5,9,0.001,0.0458,0.251,0.0182,1.0014,13.0,9.0,0.6923,5.0,0.17,-0.1745,-0.25429999999999997
^GSPC,-5,10,0.001,0.047599999999999996,0.2622,0.0189,1.0014,13.0,9.0,0.6923,5.0,0.18,-0.1745,-0.25429999999999997
^GSPC,-4,-10,0.001,0.0983,0.5982,0.0288,1.0014,14.0,7.0,0.5,5.0,0.54,-0.1354,-0.25429999999999997
^GSPC,-4,-9,0.001,0.0983,0.5982,0.0288,1.0014,14.0,7.0,0.5,5.0,0.54,-0.1354,-0.25429999999999997
^GSPC,-4,-8,0.001,0.1009,0.6179,0.0297,1.0014,14.0,7.0,0.5,5.0,0.56,-0.1354,-0.25429999999999997
^GSPC,-4,-7,0.001,0.1009,0.6179,0.0297,1.0014,14.0,7.0,0.5,5.0,0.56,-0.1354,-0.25429999999999997
^GSPC,-4,-6,0.001,0.1025,0.6292,0.0302,1.0014,14.0,7.0,0.5,5.0,0.57,-0.1354,-0.25429999999999997
^GSPC,-4,-5,0.001,0.10400000000000001,0.6402,0.0308,1.0014,14.0,7.0,0.5,5.0,0.58,-0.1295,-0.25429999999999997
^GSPC,-4,-4,0.001,0.1165,0.7352,0.0341,1.0014,14.0,7.0,0.5,5.0,0.68,-0.11410000000000001,-0.25429999999999997
^GSPC,-4,-3,0.001,0.0301,0.1597,0.011399999999999999,1.0014,14.0,9.0,0.6429,5.0,0.07,-0.1924,-0.25429999999999997
