symbol,w_param,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^KS11,7,16,79,0.001,0.0633,0.3575,0.0499,0.4311,7.0,6.0,0.8571,5.0,0.3,-0.2853,-0.3479
^KS11,7,16,80,0.001,0.0693,0.39649999999999996,0.054299999999999994,0.4311,7.0,6.0,0.8571,5.0,0.34,-0.2853,-0.3479
^KS11,7,16,81,0.001,0.0722,0.4156,0.0564,0.4311,7.0,6.0,0.8571,5.0,0.36,-0.2853,-0.3479
^KS11,7,16,82,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,16,83,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,16,84,0.001,0.016200000000000003,0.0832,0.030699999999999998,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,16,85,0.001,0.0173,0.0892,0.0322,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,17,55,0.001,0.085,0.5018,0.0349,0.4311,12.0,11.0,0.9167000000000001,5.0,0.68,-0.0814,-0.3479
^KS11,7,17,56,0.001,0.0889,0.5287,0.0365,0.4311,12.0,11.0,0.9167000000000001,5.0,0.72,-0.0814,-0.3479
^KS11,7,17,57,0.001,0.09359999999999999,0.5618,0.0384,0.4311,12.0,11.0,0.9167000000000001,5.0,0.76,-0.0814,-0.3479
^KS11,7,17,58,0.001,0.09390000000000001,0.5642,0.0385,0.4311,12.0,11.0,0.9167000000000001,5.0,0.76,-0.0814,-0.3479
^KS11,7,17,59,0.001,0.1012,0.6164000000000001,0.041299999999999996,0.4311,12.0,11.0,0.9167000000000001,5.0,0.83,-0.0814,-0.3479
^KS11,7,17,60,0.001,0.10210000000000001,0.6235,0.0417,0.4311,12.0,11.0,0.9167000000000001,5.0,0.81,-0.0814,-0.3479
^KS11,7,17,61,0.001,0.10210000000000001,0.6235,0.0417,0.4311,12.0,11.0,0.9167000000000001,5.0,0.81,-0.0814,-0.3479
^KS11,7,17,62,0.001,0.08689999999999999,0.5145000000000001,0.038900000000000004,0.4311,11.0,10.0,0.9091,5.0,0.64,-0.0814,-0.3479
^KS11,7,17,63,0.001,0.0889,0.5287,0.0397,0.4311,11.0,10.0,0.9091,5.0,0.66,-0.0814,-0.3479
^KS11,7,17,64,0.001,0.0885,0.5259,0.0395,0.4311,11.0,10.0,0.9091,5.0,0.63,-0.0814,-0.3479
^KS11,7,17,65,0.001,0.0868,0.5139,0.0388,0.4311,11.0,10.0,0.9091,5.0,0.58,-0.0814,-0.3479
^KS11,7,17,66,0.001,0.0733,0.4229,0.0365,0.4311,10.0,8.0,0.8,5.0,0.45,-0.1148,-0.3479
^KS11,7,17,67,0.001,0.0767,0.4451,0.0381,0.4311,10.0,8.0,0.8,5.0,0.48,-0.1148,-0.3479
^KS11,7,17,68,0.001,0.0775,0.4508,0.0385,0.4311,10.0,8.0,0.8,5.0,0.48,-0.1148,-0.3479
^KS11,7,17,69,0.001,0.0364,0.195,0.024,0.4311,8.0,6.0,0.75,5.0,0.13,-0.1955,-0.3479
